client_num,Card_Category,annual_fees,activation_30_days,customer_acq_cost,week_start_date,week_num,qtr,current_year,credit_limit,total_revolving_bal,total_trans_amt,total_trans_ct,avg_utilization_ratio,use_chip,exp_type,Interest_earned,delinquent_acc,Revenue,week_nun2
778867533,Blue,290,1,91,01-Oct-23,Week-40,Q4,2023,1438.3,0,689,23,0,Swipe,Bills,90,0,1069,40
778959258,Blue,390,0,113,08-Oct-23,Week-41,Q4,2023,1438.3,0,2585,45,0,Swipe,Bills,336,0,3311,41
780055308,Blue,190,1,115,15-Oct-23,Week-42,Q4,2023,1438.3,0,4482,54,0,Swipe,Bills,941,0,5613,42
784719708,Blue,175,0,91,22-Oct-23,Week-43,Q4,2023,1438.3,0,1707,41,0,Swipe,Bills,290,0,2172,43
788210583,Blue,450,1,63,29-Oct-23,Week-44,Q4,2023,1438.3,0,1843,49,0,Swipe,Bills,129,0,2422,44
788673708,Blue,410,1,41,29-Oct-23,Week-44,Q4,2023,1438.3,0,1254,35,0,Swipe,Bills,163,0,1827,44
789218433,Blue,365,0,81,05-Nov-23,Week-45,Q4,2023,1438.3,0,4528,86,0,Swipe,Bills,1268,0,6161,45
795052083,Blue,370,1,119,19-Nov-23,Week-47,Q4,2023,1438.3,0,3630,71,0,Swipe,Bills,726,0,4726,47
803595858,Blue,475,1,115,26-Nov-23,Week-48,Q4,2023,1438.3,0,594,14,0,Swipe,Bills,59,0,1128,48
808284783,Blue,200,0,83,03-Dec-23,Week-49,Q4,2023,1438.3,0,1951,44,0,Swipe,Bills,468,0,2619,49
809452383,Blue,340,1,100,03-Dec-23,Week-49,Q4,2023,1438.3,0,4733,89,0,Swipe,Bills,1231,0,6304,49
820288233,Blue,420,0,102,17-Dec-23,Week-51,Q4,2023,1438.3,0,2731,39,0,Swipe,Bills,765,0,3916,51
822112383,Blue,425,1,56,24-Dec-23,Week-52,Q4,2023,1438.3,0,3769,73,0,Swipe,Bills,942,0,5136,52
823566408,Blue,480,1,94,24-Dec-23,Week-52,Q4,2023,1438.3,0,4625,93,0,Swipe,Bills,694,0,5799,52
823609383,Blue,460,1,104,24-Dec-23,Week-52,Q4,2023,1438.3,0,4528,83,0,Swipe,Bills,408,0,5396,52
713993208,Blue,195,0,85,16-Apr-23,Week-16,Q2,2023,1438.3,0,4314,82,0,Swipe,Bills,992,1,5501,16
713995233,Blue,465,1,74,16-Apr-23,Week-16,Q2,2023,1438.3,0,4707,88,0,Swipe,Bills,471,1,5643,16
718858683,Blue,270,1,131,16-Jul-23,Week-29,Q3,2023,1438.3,0,4511,76,0,Swipe,Bills,947,1,5728,29
772155108,Blue,490,1,116,24-Sep-23,Week-39,Q3,2023,1438.3,0,1445,38,0,Swipe,Bills,246,1,2181,39
808909008,Blue,365,1,107,03-Dec-23,Week-49,Q4,2023,1438.3,0,1448,31,0,Swipe,Bills,362,1,2175,49
708125733,Blue,220,0,69,01-Jan-23,Week-1,Q1,2023,1438.3,0,4311,77,0,Swipe,Entertainment,1207,0,5738,1
708170508,Blue,250,0,72,01-Jan-23,Week-1,Q1,2023,1438.3,0,1651,42,0,Swipe,Entertainment,462,0,2363,1
708281433,Blue,335,0,81,01-Jan-23,Week-1,Q1,2023,1438.3,0,3848,75,0,Swipe,Food,269,0,4452,1
708753633,Blue,125,1,114,08-Jan-23,Week-2,Q1,2023,1438.3,0,4462,77,0,Swipe,Fuel,357,0,4944,2
708890133,Blue,150,1,50,15-Jan-23,Week-3,Q1,2023,1438.3,0,4659,74,0,Swipe,Fuel,652,0,5461,3
709022883,Blue,440,1,113,15-Jan-23,Week-3,Q1,2023,1438.3,0,4257,89,0,Swipe,Grocery,255,0,4952,3
709087983,Blue,300,1,136,15-Jan-23,Week-3,Q1,2023,1438.3,0,5020,94,0,Swipe,Fuel,703,0,6023,3
709368483,Blue,425,0,172,22-Jan-23,Week-4,Q1,2023,1438.3,0,4323,77,0,Swipe,Fuel,259,0,5007,4
709389558,Blue,300,1,71,22-Jan-23,Week-4,Q1,2023,1438.3,0,4641,85,0,Swipe,Fuel,557,0,5498,4
709548783,Blue,350,1,132,22-Jan-23,Week-4,Q1,2023,1438.3,0,2100,54,0,Swipe,Food,462,0,2912,4
709728183,Blue,125,0,137,29-Jan-23,Week-5,Q1,2023,1438.3,0,4370,79,0,Swipe,Food,612,0,5107,5
709779258,Blue,95,1,94,29-Jan-23,Week-5,Q1,2023,1438.3,0,4075,71,0,Swipe,Food,326,0,4496,5
709986633,Blue,250,0,82,29-Jan-23,Week-5,Q1,2023,1438.3,0,2144,41,0,Swipe,Entertainment,300,0,2694,5
710466633,Blue,485,1,109,05-Feb-23,Week-6,Q1,2023,1438.3,0,4755,76,0,Swipe,Fuel,571,0,5811,6
710632683,Blue,175,1,68,12-Feb-23,Week-7,Q1,2023,1438.3,0,2308,49,0,Swipe,Travel,162,0,2645,7
710754933,Blue,250,1,64,12-Feb-23,Week-7,Q1,2023,1438.3,0,840,20,0,Swipe,Entertainment,218,0,1308,7
710760258,Blue,435,0,80,12-Feb-23,Week-7,Q1,2023,1438.3,0,4740,81,0,Swipe,Entertainment,1090,0,6265,7
710879283,Blue,125,1,157,19-Feb-23,Week-8,Q1,2023,1438.3,0,4312,81,0,Swipe,Grocery,733,0,5170,8
711382458,Blue,295,1,82,26-Feb-23,Week-9,Q1,2023,1438.3,0,2389,49,0,Swipe,Entertainment,693,0,3377,9
711392508,Blue,405,1,81,26-Feb-23,Week-9,Q1,2023,1438.3,0,4513,75,0,Swipe,Grocery,587,0,5505,9
711420258,Blue,270,1,151,26-Feb-23,Week-9,Q1,2023,1438.3,0,4432,71,0,Swipe,Food,1285,0,5987,9
711583458,Blue,490,0,80,26-Feb-23,Week-9,Q1,2023,1438.3,0,4913,82,0,Swipe,Entertainment,1032,0,6435,9
711605208,Blue,450,0,79,26-Feb-23,Week-9,Q1,2023,1438.3,0,1958,47,0,Swipe,Food,509,0,2917,9
711639708,Blue,225,1,101,05-Mar-23,Week-10,Q1,2023,1438.3,0,1794,45,0,Swipe,Grocery,287,0,2306,10
711692508,Blue,190,1,138,05-Mar-23,Week-10,Q1,2023,1438.3,0,1154,22,0,Swipe,Entertainment,231,0,1575,10
711807333,Blue,320,1,115,05-Mar-23,Week-10,Q1,2023,1438.3,0,3948,84,0,Swipe,Entertainment,1105,0,5373,10
711836733,Blue,415,1,120,05-Mar-23,Week-10,Q1,2023,1438.3,0,1867,45,0,Swipe,Travel,299,0,2581,10
711902058,Blue,245,0,81,05-Mar-23,Week-10,Q1,2023,1438.3,0,2492,55,0,Swipe,Entertainment,523,0,3260,10
712111608,Blue,425,0,99,12-Mar-23,Week-11,Q1,2023,1438.3,0,4919,72,0,Swipe,Grocery,541,0,5885,11
712121508,Blue,110,1,68,12-Mar-23,Week-11,Q1,2023,1438.3,0,5200,89,0,Swipe,Fuel,312,0,5622,11
712160058,Blue,465,0,165,12-Mar-23,Week-11,Q1,2023,1438.3,0,2146,44,0,Swipe,Fuel,258,0,2869,11
712552608,Blue,370,1,104,19-Mar-23,Week-12,Q1,2023,1438.3,0,2658,43,0,Swipe,Fuel,691,0,3719,12
712579983,Blue,415,1,104,19-Mar-23,Week-12,Q1,2023,1438.3,0,2258,59,0,Swipe,Grocery,542,0,3215,12
712673283,Blue,250,1,96,19-Mar-23,Week-12,Q1,2023,1438.3,0,4886,85,0,Swipe,Food,489,0,5625,12
712683633,Blue,250,1,49,19-Mar-23,Week-12,Q1,2023,1438.3,0,2464,37,0,Swipe,Entertainment,345,1,3059,12
712755783,Blue,245,0,158,26-Mar-23,Week-13,Q1,2023,1438.3,0,3886,77,0,Swipe,Food,466,1,4597,13
712827258,Blue,285,0,79,26-Mar-23,Week-13,Q1,2023,1438.3,0,5046,77,0,Swipe,Grocery,555,0,5886,13
712835433,Blue,495,0,68,26-Mar-23,Week-13,Q1,2023,1438.3,0,4869,73,0,Swipe,Fuel,390,0,5754,13
712838358,Blue,435,1,78,26-Mar-23,Week-13,Q1,2023,1438.3,0,4702,84,0,Swipe,Grocery,470,0,5607,13
713171358,Blue,335,0,92,02-Apr-23,Week-14,Q2,2023,1438.3,0,3880,74,0,Swipe,Entertainment,388,0,4603,14
713370033,Blue,150,1,97,02-Apr-23,Week-14,Q2,2023,1438.3,0,2014,53,0,Swipe,Entertainment,302,0,2466,14
713372583,Blue,405,0,73,02-Apr-23,Week-14,Q2,2023,1438.3,0,3786,67,0,Swipe,Entertainment,795,0,4986,14
713463708,Blue,350,1,116,09-Apr-23,Week-15,Q2,2023,1438.3,0,2493,42,0,Swipe,Food,349,0,3192,15
713531808,Blue,245,1,156,09-Apr-23,Week-15,Q2,2023,1438.3,0,4475,74,0,Swipe,Fuel,761,0,5481,15
713663508,Blue,330,0,119,09-Apr-23,Week-15,Q2,2023,1438.3,0,1088,22,0,Swipe,Fuel,141,0,1559,15
713748708,Blue,200,1,99,09-Apr-23,Week-15,Q2,2023,1438.3,0,1757,44,0,Swipe,Fuel,404,0,2361,15
713931258,Blue,495,0,153,16-Apr-23,Week-16,Q2,2023,1438.3,0,1988,42,0,Swipe,Entertainment,258,0,2741,16
714139308,Blue,150,1,108,23-Apr-23,Week-17,Q2,2023,1438.3,0,4722,81,0,Swipe,Food,897,1,5769,17
714506583,Blue,300,0,69,30-Apr-23,Week-18,Q2,2023,1438.3,0,4601,78,0,Swipe,Food,1012,0,5913,18
714707133,Blue,290,1,106,30-Apr-23,Week-18,Q2,2023,1438.3,0,4443,86,0,Swipe,Entertainment,666,0,5399,18
714818058,Blue,430,1,118,07-May-23,Week-19,Q2,2023,1438.3,0,4591,74,0,Swipe,Grocery,735,0,5756,19
715279683,Blue,175,1,96,14-May-23,Week-20,Q2,2023,1438.3,0,1679,39,0,Swipe,Entertainment,101,0,1955,20
715281933,Blue,375,1,103,14-May-23,Week-20,Q2,2023,1438.3,0,4401,73,0,Swipe,Fuel,264,0,5040,20
715400733,Blue,125,1,116,14-May-23,Week-20,Q2,2023,1438.3,0,2116,38,0,Swipe,Food,360,0,2601,20
715549158,Blue,140,1,93,21-May-23,Week-21,Q2,2023,1438.3,0,4769,84,0,Swipe,Travel,1145,0,6054,21
715565058,Blue,125,0,83,21-May-23,Week-21,Q2,2023,1438.3,0,4479,70,0,Swipe,Grocery,761,0,5365,21
715617333,Blue,150,1,94,21-May-23,Week-21,Q2,2023,1438.3,0,4957,88,0,Swipe,Fuel,744,0,5851,21
715921758,Blue,110,1,112,28-May-23,Week-22,Q2,2023,1438.3,0,2882,68,0,Swipe,Entertainment,634,0,3626,22
715941633,Blue,250,1,90,28-May-23,Week-22,Q2,2023,1438.3,0,3800,69,0,Swipe,Grocery,266,0,4316,22
716383683,Blue,275,0,92,04-Jun-23,Week-23,Q2,2023,1438.3,0,1338,28,0,Swipe,Entertainment,174,1,1787,23
716432658,Blue,270,0,83,04-Jun-23,Week-23,Q2,2023,1438.3,0,4490,65,0,Swipe,Fuel,808,0,5568,23
716516208,Blue,125,1,88,04-Jun-23,Week-23,Q2,2023,1438.3,0,3748,64,0,Swipe,Fuel,787,0,4660,23
716573058,Blue,125,1,83,04-Jun-23,Week-23,Q2,2023,1438.3,0,1598,40,0,Swipe,Fuel,352,1,2075,23
716575758,Blue,250,1,106,04-Jun-23,Week-23,Q2,2023,1438.3,0,1859,41,0,Swipe,Entertainment,279,0,2388,23
716739258,Blue,250,0,76,11-Jun-23,Week-24,Q2,2023,1438.3,0,3932,62,0,Swipe,Travel,472,0,4654,24
717011958,Blue,200,0,76,11-Jun-23,Week-24,Q2,2023,1438.3,0,4494,82,0,Swipe,Fuel,1258,0,5952,24
717365958,Blue,250,0,129,18-Jun-23,Week-25,Q2,2023,1438.3,0,4765,71,0,Swipe,Food,1144,0,6159,25
717489033,Blue,280,1,84,25-Jun-23,Week-26,Q2,2023,1438.3,0,2641,40,0,Swipe,Entertainment,343,0,3264,26
717524433,Blue,245,1,89,25-Jun-23,Week-26,Q2,2023,1438.3,0,4700,92,0,Swipe,Entertainment,705,0,5650,26
717624708,Blue,150,0,112,25-Jun-23,Week-26,Q2,2023,1438.3,0,2589,49,0,Swipe,Grocery,570,0,3309,26
717765183,Blue,200,0,152,25-Jun-23,Week-26,Q2,2023,1438.3,0,4956,72,0,Swipe,Entertainment,743,0,5899,26
717878883,Blue,355,0,113,25-Jun-23,Week-26,Q2,2023,1438.3,0,4463,71,0,Swipe,Fuel,536,0,5354,26
718566858,Blue,485,1,103,09-Jul-23,Week-28,Q3,2023,1438.3,0,5005,79,0,Swipe,Fuel,651,0,6141,28
719309133,Blue,245,0,83,23-Jul-23,Week-30,Q3,2023,1438.3,0,3877,70,0,Swipe,Grocery,388,0,4510,30
719356008,Blue,300,0,89,23-Jul-23,Week-30,Q3,2023,1438.3,0,4548,69,0,Swipe,Entertainment,1137,0,5985,30
719385558,Blue,300,0,109,23-Jul-23,Week-30,Q3,2023,1438.3,0,1281,32,0,Swipe,Fuel,192,0,1773,30
719512983,Blue,350,0,98,23-Jul-23,Week-30,Q3,2023,1438.3,0,2295,51,0,Swipe,Entertainment,482,0,3127,30
719584608,Blue,95,0,89,30-Jul-23,Week-31,Q3,2023,1438.3,0,4215,79,0,Swipe,Fuel,295,0,4605,31
719775408,Blue,125,1,79,30-Jul-23,Week-31,Q3,2023,1438.3,0,5020,85,0,Swipe,Grocery,552,1,5697,31
719826333,Blue,340,1,83,30-Jul-23,Week-31,Q3,2023,1438.3,0,2557,67,0,Swipe,Fuel,281,0,3178,31
719922558,Blue,465,1,107,30-Jul-23,Week-31,Q3,2023,1438.3,0,5346,84,0,Swipe,Grocery,588,0,6399,31
720027258,Blue,475,1,80,06-Aug-23,Week-32,Q3,2023,1438.3,0,4978,73,0,Swipe,Grocery,1195,0,6648,32
720064158,Blue,320,0,78,06-Aug-23,Week-32,Q3,2023,1438.3,0,4323,70,0,Swipe,Food,778,0,5421,32
720349983,Blue,290,1,87,06-Aug-23,Week-32,Q3,2023,1438.3,0,4593,79,0,Swipe,Entertainment,413,0,5296,32
720580383,Blue,250,0,119,13-Aug-23,Week-33,Q3,2023,1438.3,0,3637,80,0,Swipe,Grocery,473,0,4360,33
720770883,Blue,380,1,101,20-Aug-23,Week-34,Q3,2023,1438.3,0,2249,61,0,Swipe,Food,495,0,3124,34
720818658,Blue,290,0,86,20-Aug-23,Week-34,Q3,2023,1438.3,0,4594,86,0,Swipe,Food,1332,0,6216,34
720924633,Blue,385,0,157,20-Aug-23,Week-34,Q3,2023,1438.3,0,4397,73,0,Swipe,Fuel,616,0,5398,34
721011858,Blue,435,1,135,20-Aug-23,Week-34,Q3,2023,1438.3,0,3913,78,0,Swipe,Grocery,978,0,5326,34
721498008,Blue,150,1,112,27-Aug-23,Week-35,Q3,2023,1438.3,0,3966,57,0,Swipe,Fuel,952,1,5068,35
736893108,Blue,175,1,108,27-Aug-23,Week-35,Q3,2023,1438.3,0,4196,87,0,Swipe,Entertainment,587,0,4958,35
751150233,Blue,300,0,61,03-Sep-23,Week-36,Q3,2023,1438.3,0,4459,65,0,Swipe,Entertainment,847,0,5606,36
755262933,Blue,125,1,92,03-Sep-23,Week-36,Q3,2023,1438.3,0,1446,38,0,Swipe,Entertainment,260,1,1831,36
757194408,Blue,225,0,164,03-Sep-23,Week-36,Q3,2023,1438.3,0,1707,38,0,Swipe,Grocery,410,0,2342,36
757722708,Blue,150,0,72,03-Sep-23,Week-36,Q3,2023,1438.3,0,4246,83,0,Swipe,Food,849,0,5245,36
767815233,Blue,455,1,120,10-Sep-23,Week-37,Q3,2023,1438.3,0,4283,88,0,Swipe,Food,899,1,5637,37
769200858,Blue,335,0,87,10-Sep-23,Week-37,Q3,2023,1438.3,0,4626,86,0,Swipe,Fuel,1018,0,5979,37
769425858,Blue,390,1,143,10-Sep-23,Week-37,Q3,2023,1438.3,0,1468,26,0,Swipe,Travel,117,0,1975,37
771073908,Blue,370,0,139,17-Sep-23,Week-38,Q3,2023,1438.3,0,1406,27,0,Swipe,Fuel,141,0,1917,38
771546708,Blue,225,0,101,17-Sep-23,Week-38,Q3,2023,1438.3,0,5013,81,0,Swipe,Food,301,0,5539,38
778747608,Blue,395,1,112,01-Oct-23,Week-40,Q4,2023,1438.3,0,4022,61,0,Swipe,Food,603,1,5020,40
778855383,Blue,125,0,80,01-Oct-23,Week-40,Q4,2023,1438.3,0,1975,40,0,Swipe,Entertainment,257,0,2357,40
779041983,Blue,245,1,113,08-Oct-23,Week-41,Q4,2023,1438.3,0,4439,81,0,Swipe,Food,977,0,5661,41
779104608,Blue,300,1,111,08-Oct-23,Week-41,Q4,2023,1438.3,0,2819,48,0,Swipe,Fuel,564,0,3683,41
779118708,Blue,415,1,97,08-Oct-23,Week-41,Q4,2023,1438.3,0,4598,78,0,Swipe,Food,598,0,5611,41
779279883,Blue,140,0,90,08-Oct-23,Week-41,Q4,2023,1438.3,0,1628,42,0,Swipe,Food,179,0,1947,41
779302233,Blue,455,0,72,08-Oct-23,Week-41,Q4,2023,1438.3,0,2502,45,0,Swipe,Grocery,450,0,3407,41
779331558,Blue,125,1,41,08-Oct-23,Week-41,Q4,2023,1438.3,0,2598,59,0,Swipe,Grocery,675,0,3398,41
779401233,Blue,200,0,74,08-Oct-23,Week-41,Q4,2023,1438.3,0,5216,78,0,Swipe,Entertainment,782,0,6198,41
779577108,Blue,300,1,71,08-Oct-23,Week-41,Q4,2023,1438.3,0,4052,65,0,Swipe,Fuel,324,0,4676,41
779890833,Blue,200,0,103,15-Oct-23,Week-42,Q4,2023,1438.3,0,4866,65,0,Swipe,Fuel,1168,0,6234,42
779942808,Blue,200,1,80,15-Oct-23,Week-42,Q4,2023,1438.3,0,4482,74,0,Swipe,Food,359,0,5041,42
780180033,Blue,480,1,102,15-Oct-23,Week-42,Q4,2023,1438.3,0,4397,86,0,Swipe,Fuel,264,0,5141,42
784798683,Blue,465,1,53,22-Oct-23,Week-43,Q4,2023,1438.3,0,1999,39,0,Swipe,Entertainment,420,0,2884,43
785351133,Blue,220,1,91,22-Oct-23,Week-43,Q4,2023,1438.3,0,4518,81,0,Swipe,Entertainment,587,0,5325,43
786546783,Blue,320,1,156,22-Oct-23,Week-43,Q4,2023,1438.3,0,4457,79,0,Swipe,Grocery,579,0,5356,43
787301208,Blue,125,0,90,22-Oct-23,Week-43,Q4,2023,1438.3,0,3763,74,0,Swipe,Fuel,263,0,4151,43
787454133,Blue,125,0,79,22-Oct-23,Week-43,Q4,2023,1438.3,0,4776,82,0,Swipe,Food,1003,0,5904,43
787578183,Blue,125,0,107,22-Oct-23,Week-43,Q4,2023,1438.3,0,3204,68,0,Swipe,Grocery,801,0,4130,43
788360283,Blue,110,1,88,29-Oct-23,Week-44,Q4,2023,1438.3,0,2557,55,0,Swipe,Entertainment,588,0,3255,44
788870283,Blue,465,1,132,29-Oct-23,Week-44,Q4,2023,1438.3,0,3778,72,0,Swipe,Fuel,869,0,5112,44
788965683,Blue,125,1,61,29-Oct-23,Week-44,Q4,2023,1438.3,0,2170,41,0,Swipe,Entertainment,195,0,2490,44
789241308,Blue,100,0,114,05-Nov-23,Week-45,Q4,2023,1438.3,0,2145,41,0,Swipe,Entertainment,257,0,2502,45
789419658,Blue,380,1,75,05-Nov-23,Week-45,Q4,2023,1438.3,0,4503,89,0,Swipe,Grocery,450,1,5333,45
789479058,Blue,375,1,73,05-Nov-23,Week-45,Q4,2023,1438.3,0,4459,66,0,Swipe,Grocery,713,0,5547,45
789513858,Blue,150,0,105,05-Nov-23,Week-45,Q4,2023,1438.3,0,891,28,0,Swipe,Entertainment,196,0,1237,45
789670533,Blue,365,1,104,12-Nov-23,Week-46,Q4,2023,1438.3,0,4300,67,0,Swipe,Entertainment,602,0,5267,46
789963033,Blue,320,1,123,12-Nov-23,Week-46,Q4,2023,1438.3,0,1603,39,0,Swipe,Grocery,337,1,2260,46
793550958,Blue,125,1,59,12-Nov-23,Week-46,Q4,2023,1438.3,0,1501,40,0,Swipe,Entertainment,390,0,2016,46
795855258,Blue,250,0,84,19-Nov-23,Week-47,Q4,2023,1438.3,0,5045,82,0,Swipe,Travel,858,1,6153,47
796083783,Blue,380,0,93,19-Nov-23,Week-47,Q4,2023,1438.3,0,2278,57,0,Swipe,Entertainment,319,0,2977,47
796903083,Blue,125,0,113,19-Nov-23,Week-47,Q4,2023,1438.3,0,2584,42,0,Swipe,Grocery,620,0,3329,47
798047583,Blue,175,1,120,19-Nov-23,Week-47,Q4,2023,1438.3,0,4596,71,0,Swipe,Entertainment,1011,0,5782,47
798110358,Blue,295,1,107,19-Nov-23,Week-47,Q4,2023,1438.3,0,1417,35,0,Swipe,Entertainment,227,0,1939,47
799731033,Blue,110,0,86,19-Nov-23,Week-47,Q4,2023,1438.3,0,3044,91,0,Swipe,Fuel,609,0,3763,47
